system_id,sentence
3,需求同步快速成長，結合方法與市場二大特色，同時降低進入門檻，促使交
3,易模式更加多元化
3,目前市面上投資美股的平台最少要美元起跳，永豐銀行指出，最低申購門
3,檻僅需新台幣元，就能投資美股高價位標的，即日起至月日享申購手續費
3,優惠，賣出則免手續費
3,協助小資族群搭上美股電動車元宇宙等熱門產業趨勢潮流
3,除平台外，永豐銀行表示，年月也推出嶄新美股交易平台下單介
3,面，客戶可直接在行動裝置上交易，從使用者行為出發，建構全新電商式投資平台，突破
3,傳統金融產品繁複的申購介面與流程，提供簡潔與便利的數位客群使用者體驗
4,小弟不才
4,平常主要以定期定額買大盤為主
4,先前航運電子熱門股在飆的時候
4,都只會拉板凳當吃瓜群眾
4,想來請教股板各位高手前輩們
4,今年年各位覺得會炒哪些題材
4,假使依照去年底的熱門股來推斷
4,小弟認為有機會的可能是元宇宙低軌衛星車用相關
4,元宇宙夢很大低軌衛星則是各種應用都需要加強網通收訊
4,車用更不用說了電動車市場各家車廠都磨刀霍霍
4,不知道上述這幾項在明年有沒有機會
4,各位覺得哪些是明年的明星題材
4,另外如果熱門題材會如何操作
4,賺波段波流
4,長期持有
4,還是長期看好就定期定額存股不理他
5,原文標題
5,電動車產業年五大趨勢觀察
5,請勿刪減原文標題
5,原文連結
5,///
5,請善用縮網址工具
5,發布時間
5,年月日
5,請以原文網頁/報紙之發布時間為準
5,原文內容
5,儘管持續的全球供應鏈問題半導體短缺和疫情，但是電動車火熱程度將持續，並
5,可預期年將有以下趨勢
5,充滿電次可行駛距離的最佳甜蜜點至少是英哩
5,展望年，在兩次充電之間的最佳行駛距離約為英哩約公里，這將是許多
5,買家的最基本要求
5,截至年月底，美國最暢銷的輛中有輛的版本至少能夠達
5,到該行駛距離
5,展望未來，低於英哩行駛距離的將難以在市場上競爭
5,事實上，任何正在開發的新
5,車型，尤其是來自高階品牌的車型，都應該至少能夠行駛英哩
5,甚至將
5,推出輛可行駛英哩的豪華轎車，比起特斯拉還高
5,快速充電成為王道
5,雖然續航里程愈長愈，但汽車公司於年展開縮短充電時間方面的競爭，因為在長途旅
5,行中為電動車必須加快充電的速度，才具有優勢
5,當今最快的充電器工作電壓為伏特，能夠提供高達千瓦的充電
5,但是為了平衡充電
5,速度電池穩定性電池使用壽命，汽車公司必須在這技術之下，找到更好的解決方案
5,例如現代汽車的新款電動插入千瓦的快速充電器時，將在分鐘內讓電
5,池從的容量充電到，甚至只需分鐘即可增加英哩公里的額外里程
5,平台是未來
5,愈來愈多的汽車製造商開發專用的平台，以實踐建構全系列的
5,因為建立平台之後
5,，可通過模組化設計實現可擴展性，進而達到成本效益和上市速度
5,例如
5,通用汽車已將其的未來押注在平台上，計劃圍繞專有扁平電池組製造系列跨其
5,品牌的
5,福斯汽車也推出模組化電驅動矩陣平台
5,現代表示，到年將在其平台上生產輛全球
5,電動卡車年將崛起
5,美國最暢銷的卡車是福特，將在年推出全電動車型
5,備受期待的皮卡和
5,將於年開始交付給客戶
5,此外，特斯拉的最終應在年晚些時
5,候開始銷售
5,通用汽車的皮卡將於年月日在上亮相
5,拜登基礎建設法案將帶動充電站起飛
5,雖然拜登政府推動的重建更好法案可能不會通過，但是美國
5,兩黨已經通過的基礎建設法案中之至少包括億美元，將投資用於美國國家管理的全國
5,萬座充電站
5,該資金將於年加快佈建充電站的步伐，尤其是農村弱勢和難以到達
5,的地區，更能獲得充電站帶來的好處，以加速推動向更廣泛的消費者群體，達到普及
5,效果
5,心得/評論※必需填寫滿字
5,年電動車發展重點預計仍將是提升續航力以及充電基礎設施的布署，大型卡車車款也
5,將陸續推出
6,手機介面圖片好讀版
6,///
6,以下資訊依張數排列
6,買超賣超
6,排名股票張數排名股票張數
6,中環
6,元大台灣反
6,台積電
6,",,,近億"
6,宏達電
6,東森
6,達運
6,普安
6,中鋼構
6,廣運
6,元大台灣
6,欣興
6,文曄
6,國泰智能電動車
6,所羅門
6,永光
6,台灣大
6,裕隆
6,和益
6,敬鵬
6,和鑫
6,訊舟
6,彰銀
6,富采
6,網龍
6,中信中國高股息
6,普誠
6,仁寶
6,遠東銀
6,富鼎
6,富邦反
6,泰詠
6,敦泰
6,杏輝
6,來源
6,/////
6,買超金額前五賣超金額前五
6,台積電
6,宏達電
6,南電
6,欣興
6,元大台灣
6,買茂迪開奧迪/
6,推買再生送往生/
6,買元晶幫誦經/
6,推買太極等圓寂/
7,版上好像都很看好股價
7,我這邊發表個反對意見好了
7,先說如果到鎂
7,我覺得這件事要發生是有可能的但要有些前提
7,自動駕駛升到
7,新電池跟別再繼續拖下去了
7,沒有超強大的平台與品牌車的出現
7,自動駕駛喊了這麼久講白了
7,你只是台的車別裝逼了
7,是電車的領跑者這無話可說
7,但是在車子的質感上還比不上傳統車廠
7,等傳統車廠全上了電動車低價紅海競爭
7,那還能保持多少優勢
7,就問句你的自動駕駛還要幾年變
7,年過去兩年過去你還是那個
7,那你就是個普通之上的汽車品牌
7,那時候還能產量銷量嗎
7,大量的廠商競爭最近的各種推延
7,我覺得該選擇等待更合理的價位才是
7,就是至少我到的資訊就是這樣
7,新電車堆廠搞行銷哪個不是先有單才出的了貨
7,直就賭蘭沒升就觀望升就買
7,反正哪個買的不是靠信仰講那麼多
8,原文標題能源解決方案將成南韓最大規模
8,原文連結
8,////
8,發布時間//工商陳穎芃綜合外電
8,原文內容
8,南韓電池製造商能源解決方案預定日在南韓證交所首次公開上市，
8,估計電動車熱潮將吸引大批投資人認購股票，募資總額最高可達億美元，締造南韓
8,最大規模
8,盛大上市也令外界看好南韓市場延續去年火熱行情
8,去年南韓市場募資總額達
8,到億美元，較年增加倍以上
8,預計以每股萬至萬韓元約至美元發行萬股，包括萬股
8,新股及母公司出售的萬股舊股，預計募資總額在兆至兆韓元約億至億美元
8,之間
8,若市場反應熱烈使募資總額達到兆韓元，將打破年三星人壽創下的兆韓元
8,募資紀錄，締造南韓最大規模
8,心得/評論※必需填寫滿字
8,台灣只有電池概念股
8,這支是真正的電池股
8,不計中國市場
8,它的全球市佔好像第的樣子
8,感覺是不錯的標的
8,就不知道韓股該怎麼買
9,原文標題
9,特斯拉如何成為晶片危機中的大贏家
9,請勿刪減原文標題
9,原文連結
9,///
9,請善用縮網址工具
9,發布時間
9,年月日
9,請以原文網頁/報紙之發布時間為準
9,原文內容
9,隨著塞港供應鏈瓶頸車用晶片荒等問題困擾著全球汽車產業年多時間，晶圓代工廠
9,的產能預料要等到年下半年才會陸續開出，這也使得各家汽車廠商學著如何與晶片缺
9,貨相處，並找到可正常運作的模式，其中，又以電動車大廠特斯拉表現最優異
9,特斯拉年全年交車萬輛帶動全球電動車投資
9,特斯拉年帶動全球電動車投資熱潮，並在當年創下近萬輛交車紀錄
9,年第三季
9,財報顯示，營收億美元年增，獲利來到億美元年增，年全年交
9,車數更是達到萬輛
9,年美國消費者購買的電動車之中，特斯拉市佔高達
9,特斯拉擁有自己的晶片團隊能快速修改晶片的韌體及軟體即時更新
9,車用晶片短缺問題，主要是瑞薩與德國汽車零件供應商博世
9,供應出問題
9,馬斯克曾於年月在推特指出，特斯拉透過特定標準車用晶片供應
9,鏈，在極端狀況下運作，也就是利用特斯拉自己的工程師團隊能快速修改晶片的韌體，來
9,應付晶片嚴重缺貨的現況
9,所以，特斯拉優勢就在於從零開始組裝汽車，而非如傳統汽車
9,商樣耗費數年時間增加零組件，這讓特斯拉擁有更強的能力整合系統
9,例如，特斯拉
9,年車型只需要塊單晶片系統就可以實現揚聲器控制語音和手勢識別等多項
9,功能，而其他傳統車廠卻要採購更多的晶片來分別組裝電動車
9,特斯拉與半導體公司在危機爆發前就建立穩定的供應關係
9,台電動車要使用多少呢
9,以前傳統汽車台要用掉顆晶片，現在約顆，
9,未來全自動駕駛車對需求還會更多
9,而全世界有產業的國家不多，台灣及韓國是少數
9,從設計到製造完整產業鏈的國家
9,基於電動車新創更專注在科技領域，這也讓這些汽車
9,廠商更願意接受新資訊，面對問題也較能及時掌握原因
9,而傳統車廠般採用模式，
9,馬斯克卻更喜歡在內部生產汽車零組件，並與半導體公司在危機爆發前就建立穩定的供應
9,關係，例如特斯拉設計種電腦系統，讓其駕駛員能迅速更新輔助技術於新型車款
9,不過，特斯拉還是受到晶片缺貨衝擊，年月也傳出因為缺料導致關閉於加州的工廠
9,，迫使馬斯克要求工人們先生產車款而不安裝缺料零組件，等用料齊備後再補安裝，由於
9,特斯拉是消費者電動車首選，就算這些車輛少了幾個設備，客戶也願意接受
9,而原定於
9,年投產特斯拉電動皮卡和半掛式卡車，也分別推遲到年和年
9,特斯拉建立海外生產基地分攤風險也掌握鋰電池來源
9,特斯拉除在美國本土內華達州建立超級工廠，鋰離子電池和電動載具配件工
9,廠，也在中國上海建立超級工廠已供應兩大地區消費市場所需
9,同時在德國
9,正在建新超級工廠，接著，也宣布美國德州擴廠計畫
9,特斯拉建立海外生產
9,基地以分攤供應鏈中斷風險
9,模仿特斯拉其他汽車製造大廠也建立晶片自主
9,報導指出，汽車製造大廠現在學到缺晶片教訓後，包括福特與通用汽車都與半導體廠商簽
9,約，直到年，將有以上都會採用自己設計的部分晶片
9,隨著電動車市場陸續推出
9,，導體廠商已經成為各汽車業者競逐合作的對象
9,心得/評論※必需填寫滿字
9,晶片短缺使全球汽車製造商必須減產停產，相較之下，特斯拉出貨量所受影響不大，自
9,製晶片做法也將成為趨勢
10,手機介面圖片好讀版
10,///
10,以下資訊依張數排列
10,買超賣超
10,排名股票張數排名股票張數
10,中環
10,台積電
10,賣超元近億
10,兆豐金
10,華航
10,群創
10,富邦特選高股息
10,友達
10,永豐台灣
10,永豐金
10,東森
10,英濟
10,中信金
10,國泰永續高股息
10,中信中國高股息
10,台達電
10,康舒
10,國泰智能電動車
10,日月光投控
10,國泰台灣
10,合庫金
10,元大台灣
10,台半
10,期街口布蘭特正
10,彰銀
10,中華電
10,凌陽
10,鴻海
10,所羅門
10,華通
10,建舜電
10,富邦未來車
10,光寶科
10,泰金寶
10,元大金
10,毛寶
10,富邦金
10,廣運
10,義隆
10,飛宏
10,合晶
10,同方友友
10,怡利電
10,華新科
10,全友
10,錸寶
10,元太
10,圓剛
10,元大電動車
10,國巨
10,威健
10,國碩
10,國泰金
10,期元大石油
10,昇貿
10,九豪
10,陽明
10,智易
10,國泰股利精選
10,聚陽
10,來源
10,/////
10,買超金額前五賣超金額前五
10,台積電
10,南電
10,台達電
10,中環
10,國巨
10,聯發科
10,元大台灣
10,"房東都是想到什麼塞什麼,原本只說吃個"
10,然後就多了盤地瓜葉皮蛋跟橘子叫我帶回房間吃
10,"剛剛還來我這收碗盤,好感動嗚嗚嗚"
10,///
11,標的
11,分類多
11,分析/正文
11,從角度切入後，我開始尋找相關投資機會，意外發現這間傳統車廠，眾所皆
11,知這幾年非常積極在做轉型，力甩傳統車廠的包袱，而且事實上他們也上做出成績了
11,，預計今年將正式開始量產電動皮卡
11,總體而言，我認為在電動皮卡產業中，比起半台車都未賣的，手握電動版皮卡
11,有能力實現量產的會更吸引我
11,美國汽車庫存量低檔
11,美國汽車庫存量及汽車存貨銷售比都在歷史低檔，這邊指的存貨是在零售端
11,存貨，原因是去年供應鏈瓶頸，造成庫存都積壓在上游工廠端，預估這波補庫存
11,行情受惠的不會只有電車廠，因此今年傳統車廠的獲利是非常值得期待的
11,///
11,電動版熱賣
11,也在推特上表示手上訂單已經達到萬輛，估計其中約
11,可轉換成實際營收
11,"而在生產端最新報告顯示，福特最初只打算每年僅生產,架"
11,，但訂單比預期高太多，預計在年以前達成每年生產萬台
11,",有興趣的參考下方連結"
11,///
11,電動車營收占比持續提高
11,根據下表月最新財務報告，月交運了萬輛電動車，其中
11,"跟各占比,輛與,輛，成長是其他車種的三倍以上，這也舉大幅提"
11,升了電動車營收占比，從去年同期上升至，這些跡象已經顯示了福特轉型電
11,動車的決心與進度
11,///
11,因應整體電動車市場的供不應求狀況，已經顯示了電動車銷售成長爆炸性動能，因此
11,表示會在兩年內年底前達到每年萬輛台電動車的產能去年約生產萬輛
11,，若福特真的成功開出電動車產能，股價絕對值得期待
11,供應鏈問題逐漸舒緩
11,去年整個汽車業生產端都受到晶片缺貨影響，從下方圖中可以看到產能受到影響最大的月
11,份是在~月份，但目前隨著目前晶片荒慢慢解決，產能已經會穩定回到月產萬輛左右
11,，展望今年生產端回穩訂單滿手狀態，營收成長動能非常強勁
11,///
11,還不錯的估值
11,目前市值僅的，不到老大哥的/，也輸給沒賣半台車的賣夢仔
11,，當然它不是純電車廠，但看起來還是相對被低估許
11,多
11,當前股價元，若以分析師年預估元計算，目前約
11,相信
11,與動輒百倍的其他電車股比較，我想應該會是保守又兼顧話題性的個標的，以它的
11,每年成長性來說，最保守估也該有估值，也就是說上面至少還有的
11,漲幅
11,///
11,進退場機制
11,非長期投資者，必須有停損機制
11,請益免填
11,停損大概自己抓
11,停利至少
12,標的鴻海
12,分類多
12,分析/正文
12,電動車電動巴士正夯
12,元宇宙鴻海宣布不缺席
12,量子電腦實驗室
12,年因為疫情科技版能看到台積電聯發科
12,以及堆大大小小的公司宣布調薪，獨缺鴻海
12,爬文的話也能看到上次選總統有單位也沒加薪
12,對於股東來說大利多
12,翻開鴻海營收跟新聞，每月基本上都在創新高
12,進退場機制
12,進場
12,退場
12,短期內如果電動巴士看起來不妙就暫時閃人
12,宣布加薪也可以考慮暫時閃人
13,供參考
13,我曾經問過理專為什麼沒有某些產品
13,舉個例子
13,去年油價暴跌的時候
13,大家都知道它遲早會反彈
13,但你市面上可以找到多少跟油價連結度高
13,而且不會被扣血的產品
13,並且太陽能再生能源
13,是不是選擇少很多
13,而且內容還非常的不存粹
13,除非七姐妹只挖或賣石油和最上游化學品
13,航運和原物料在大漲的時候
13,你除了購買單公司的個股
13,有什麼化工或者原物料基金嗎
13,你打開某些名稱叫做再生能源的基金
13,或許裡面有甚至是特斯拉
13,其他不說
13,板上總會有些人會洗腦大家
13,"""油價與塑化報價連動油價漲塑化起飛"""
13,但事實上兩者可以說毫無關係
13,但也不能說他們別有居心
13,因為說不定般的基金經理人也這麼誤會
13,這代表什麼
13,第是沒有真正專業的人研究這些話題
13,第二是因為這些話題不會吸引眼球
13,換句話說是無利可圖
13,如果我問你二十二世紀的產業是什麼
13,或許你會說二十二世紀就是直銷的
13,喔不是或許你會說電動車綠能
13,醫療生技甚至元宇宙或者工業
13,不管上面的想法正不正確或者是否過於粗糙
13,它總之是有個話題性的
13,讓些人閉著眼睛購買的話題性
13,換句話說
13,這個商品推出以後要能吸引到夠多的資金
13,如果連主動型基金的選項都是有限的
13,指數型就更不難想像了吧
13,黃金保值
13,即使不提疫情之下他和股債的關係的混亂
13,你能跟我說黃金的未來性在哪裡嗎
13,你覺得定期定額黃金
13,不管他高低起伏十年後再來看
13,是你可能考慮的投資行為嗎
13,投資外匯
13,那你有什麼理由不直接買賣外幣本身
14,鴻海衝元宇宙撒銀彈力挺首次投資台上市櫃公司
14,//////
14,鴻海集團衝刺元宇宙，撒銀彈力挺
14,鴻海集團旗下工業電腦廠樺漢昨
14,日宣布，私募案獲得全球網路巨頭斥資約億元參與認購，持股比重約
14,，成為其第三大法人股東，藉此深化軟硬體整合平台合作
14,這是首次投資台灣上市櫃公司，私募價格每股元，以樺漢昨日收盤價元
14,計算，折價幅度約
14,鴻海集團董事長劉揚偉先前預告，去年營收獲利都是過去十年來最佳，並看好電動車與
14,元宇宙是產業接下來兩件大事，鴻海集團不會缺席，定會有元宇宙相關產品
14,鴻海集團過往就為代工伺服器手機等硬體
14,業界認為，此次注資樺
14,漢金額雖不大，但極具指標性，意味以銀彈相挺鴻海集團，攜手搶攻元宇宙市場，雙方
14,親上加親
14,鴻海集團多元布局元宇宙，擁有豐沛能量
14,其中樺漢甫與共同搶進工業元宇宙領域
14,鴻海集團旗下工業富聯在與元宇宙相關智慧穿戴終端裝置掌握近件專利，其
14,中相關技術占比超過三分之
14,工業富聯也掌握串連元宇宙關鍵的相關產品基地台及交換器相關產品製造
14,能量，居業界翹楚
14,鴻海並透過元宇宙形式，展示先前對外發表的三款自研電動車，讓民
14,眾能不受時間空間限制，欣賞旗下最先進的電動車
14,對於參與樺漢私募，台灣昨天表示，直關注些有吸引力的領域，找尋投
14,資或合作夥伴，在台灣也持續投入相關資源
14,上次大手筆和台灣上市櫃公司有交
14,易往來，是年宣布以億美元當時約新台幣億元買下為代工手機
14,的宏達電研發團隊
14,樺漢昨日舉行股東臨時會，通過私募普通股案，宣布引進旗下
14,"為策略性投資人，私募股數,張，每股元"
14,將斥資約億，持
14,有樺漢股權，將成為其第三大法人股東
14,入股鴻海旗下子公司鴻海集團噴出
14,其他科技大廠會不會跟進呢
15,原文標題
15,半導體市場年預估成長但仍存在不確定風險
15,請勿刪減原文標題
15,原文連結
15,///
15,請善用縮網址工具
15,發布時間
15,年月日
15,請以原文網頁/報紙之發布時間為準
15,原文內容
15,世界半導體貿易統計預測，受感測器和邏輯的兩位數成長推動之下，年全
15,球半導體市場預計將成長，達到億美元
15,根據貿易信用保險公司報
15,告，晶片製造商在疫情期間顯然是贏家，預計年半導體銷售額將成長，突破
15,億美元大關
15,表示，年全球半導體銷售額成長率大幅度成長，達到億美元
15,這是由於全球經濟活動在疫情之下，從汽車電動車伺服器到遊戲
15,機等產業爆發，讓晶片製造商難以跟上前所未有的需求，導致晶片價格上漲所致
15,即使台
15,積電三星英特爾以及其他廠商都將於未來年擴廠，但是這做法緩不濟急，才會呈
15,現這景象
15,進入年，由於變異大流行配合地緣政治緊張以及中美技術競爭仍將持續之
15,下，認為有幾大風險，讓年半導體產業面臨需求不如預期的情況
15,硬體產品需求將邁入正常化軌道年新建座晶圓廠
15,首先，從硬體產品需求來看，在歷經年與年的大幅度成長之後，硬體產品需求將
15,邁入正常化的軌道，不可能長期持續大幅度需求的狀態，這對於晶片產能陸續開出，進而
15,逐步化解缺貨情況會帶來益處，亦會讓晶片價格上漲空間縮小甚至些微下跌
15,根據統計，全球半導體製造商在年建造座新的晶圓廠，並在年再建造座，以
15,滿足對半導體晶片的需求
15,在年和年開始建設的晶圓廠中，有座是晶圓代工廠
15,"，月產能從,至,片晶圓不等"
15,疫情變化將影響產品或零組件供應鏈
15,雖然晶片產能是陸續開出的，但是旦需求出現狀況，半導體產業就會遇到衝擊
15,例如，
15,變異大流行旦進入中國與其他供應鏈區域，很可能會讓終端產品或零組件供應
15,鏈又再次停止生產，這對於半導體的需求又將帶來打擊
15,美中科技鬥爭影響半導體產業
15,中美之間在爭奪科技霸權的鬥爭中，美國對中國公司獲取美國關鍵半導體製造技術和設備
15,的限制仍然持續存在，亦會抑制半導體產業
15,極端氣候風險劇增產能利用率難控制
15,最後，異常不利氣候事件的頻率不斷增加，這對於半導體產業之製造帶來挑戰，例如德
15,州因極端氣候而停電
15,或有些地區乾旱而停水
15,或地震帶來晶片製造停工風險
15,畢竟，半
15,導體產業依賴於最佳產能利用率來實現營利，氣候的不穩定是最難以控制的因子
15,心得/評論※必需填寫滿字
15,雖然市場研究公司預測半導體市場將持續成長，但是也擔心受到貿易戰和疫情影響，甚至
15,出現產能過剩
16,原文標題福特計劃將其新型全電動皮卡的產量提高近倍
16,原文連結
16,///
16,發布時間年月日，星期二發布美國東部時間上午
16,原文內容
16,福特週二表示，計劃在密歇根州的家工廠將其即將推出的電動皮卡
16,"的年產能提高近倍，達到,輛"
16,該公司將消費者對皮卡的強勁需求列為增加產量計劃的主要原因
16,福特的生產計劃是在該汽車製造商周四開始接受該車輛的實際訂單之前提出的
16,底特律福特汽車週二表示，計劃到年中期將其即將推出的電動皮卡的
16,年產能提高近倍，達到每年萬輛，理由是消費者需求強勁
16,這增長是對以及般電動汽車需求的積極信號，但也表明福特大大低
16,估了對卡車的需求，導致它現在爭先恐後地推動其製造
16,這是福特第二次表示計劃將這款
16,車的產量翻番，該車定於春季推出
16,"初始產量設定為約,件"
16,這款車的接受度絕對令人難以置信，福特美洲和國際市場總裁庫馬爾·加爾霍特拉週
16,二在的上表示
16,福特股價週二創下每股美元的週新高，隨後收於美元，上漲
16,的數據顯示，這是該股自年月以來的最高單日百分比漲幅
16,美國銀行證券分析師約翰墨菲週二將福特的目標價格從每股美元上調至美元，理
16,由是該汽車製造商的產量增加
16,在給投資者的份報告中，他稱這是該公司先前宣布的福
16,特轉型戰略中的個令人鼓舞的證據
16,福特的生產計劃是在該汽車製造商周四開始接受汽車訂單之前製定的
16,在上個月停止接受
16,"預訂之前，該公司收到了大約,輛卡車的非約束性預訂"
16,當時，福特首席執行官吉姆法利告訴，該公司正在不惜切代價將
16,的產能翻番
16,我們不得不停止預訂，我們得到了這麼多，法利告訴的吉姆克萊默
16,我們停
16,"在,輛，這些都是訂單"
16,強勁訂單
16,福特表示將實施逐波預訂流程，要求預訂持有人在未來幾個月內通過電子郵件查看福
16,特的邀請或登錄他們的帳戶下訂單他們的車輛
16,該公司表示，本周是過渡到面向零售客戶的卡車和面向商業客戶的
16,的大規模生產之前的最後預構建階段
16,福特的生產計劃是在通用汽車計劃發布其雪佛蘭的電動版本之前的天
16,與
16,最近開始向消費者發貨的相比，這款皮卡預計將更直接地與
16,競爭
16,預計要到年才會上市銷售
16,的定價與傳統皮卡非常相似，具有廣泛的範圍
16,面向工作的卡車版本起
16,"價為,美元"
16,"更多以消費者為中心的型號起價為,美元，最高約為,"
16,美元
16,的為本報告做出了貢獻
16,心得/評論萬的起價真的蠻有競爭力的
16,相較台起價萬實在差很多
16,目前傳統車廠較新電動車廠優勢就在於增產會比較迅速
16,價格也比較平實
16,新舊車廠大戰有利的還是消費者啦
16,馬詩客的到底哪時要出來
16,後面斜斜的皮卡感覺不好用欸
16,還是那只是造型而已
17,電動車題材費半的
17,假如這隻選隻買，會選哪隻
18,原文標題
18,傳奇投資人預言美股漲不動金價與油價飆
18,原文連結
18,//////
18,發布時間
18,經濟日報/編譯湯淑君綜合外電
18,原文內容
18,私募基金巨人黑石集團副董事長韋恩已發布年十大
18,驚奇預測，包括美股未來年大致持平，期間回檔修正幅度不致超過，而金價將揚
18,眉吐氣漲上歷史新高，美國原油價格可能飆上每桶美元
18,財經網站報導，韋恩曾擔任摩根士丹利首席美國投資策略師，他在年入
18,黑石集團，過去年來他年年發表十大驚奇預測，近年來是與黑石私人財富部門首席
18,投資策略師季多共同執筆
18,按他們的定義，所謂驚奇指某事件發生機
18,率高於，但般投資人認為發生機率只有三分之
18,韋恩和季多預言的年十大驚奇如下
18,，企業盈餘強，但碰到利率節節升高，導致美股標普指數在年繞了圈回到原
