system_id,word,ner
3,永豐平台,ORG
3,千元新台幣,MONEY
3,魏喬怡,PERSON
3,美股,NORP
3,新台幣,MONEY
3,美國,NORP
3,永豐銀行財富金融處,ORG
3,徐德里,PERSON
3,永豐銀行,ORG
3,普惠,ORG
3,美股,NORP
3,單月,DATE
3,億元,MONEY
3,萬,CARDINAL
3,徐德里,PERSON
3,二,CARDINAL
3,美股,NORP
3,永豐銀行,ORG
3,新台幣元,MONEY
3,美股,NORP
3,永豐銀行,ORG
3,年月,DATE
3,美股,NORP
4,今年,DATE
4,去年底,DATE
4,元,DATE
4,明年,DATE
4,明年,DATE
5,五,CARDINAL
5,年月日,DATE
5,英哩,QUANTITY
5,兩,CARDINAL
5,英哩,QUANTITY
5,截至年月底,DATE
5,美國,GPE
5,英哩,QUANTITY
5,特斯拉,ORG
5,王道,PERSON
5,千瓦,QUANTITY
5,千瓦,QUANTITY
5,分鐘,TIME
5,英哩公里,QUANTITY
5,通用,ORG
5,福斯汽車,ORG
5,美國,GPE
5,福特,ORG
5,皮卡,PERSON
5,特斯拉,ORG
5,通用,ORG
5,皮卡,PERSON
5,年月日,DATE
5,拜登,PERSON
5,美國,GPE
5,兩,CARDINAL
5,億美元,MONEY
5,美國,GPE
5,萬,CARDINAL
6,中環,GPE
6,元大,ORG
6,台灣,GPE
6,台積電,ORG
6,東森,ORG
6,普安,GPE
6,中鋼,ORG
6,元大,ORG
6,台灣,GPE
6,欣興,ORG
6,文曄,PERSON
6,所羅門,GPE
6,永光,ORG
6,台灣,GPE
6,裕隆,ORG
6,和益,ORG
6,敬鵬,ORG
6,和鑫,ORG
6,訊舟,ORG
6,彰銀,ORG
6,富采,PERSON
6,網龍,ORG
6,中信,ORG
6,中國,GPE
6,普誠,ORG
6,仁寶,ORG
6,富鼎,ORG
6,富邦,ORG
6,泰詠,PERSON
6,敦泰,PERSON
6,杏輝,PERSON
6,台積電,ORG
6,欣興,ORG
6,元大,ORG
6,台灣,GPE
6,茂迪開奧迪,PERSON
7,紅海,LOC
7,過去兩年,DATE
8,南韓,GPE
8,陳穎芃,PERSON
8,南韓,GPE
8,南韓,GPE
8,億美元,MONEY
8,南韓,GPE
8,南韓,GPE
8,去年,DATE
8,去年,DATE
8,南韓,GPE
8,億美元,MONEY
8,至萬韓元,MONEY
8,億至億美元,MONEY
8,兆韓元,PERSON
8,三星人壽,ORG
8,兆韓元,PERSON
8,南韓,GPE
8,台灣,GPE
8,中國,NORP
8,韓股,NORP
9,特斯拉,ORG
9,年月日,DATE
9,年下半年,DATE
9,特斯拉,ORG
9,特斯拉,ORG
9,年全年,DATE
9,特斯拉,ORG
9,當年,DATE
9,萬,CARDINAL
9,億美元,MONEY
9,億美元,MONEY
9,全年,DATE
9,萬,CARDINAL
9,美國,NORP
9,特斯拉,ORG
9,特斯拉,ORG
9,瑞薩,ORG
9,德國,GPE
9,博世,ORG
9,馬斯克,PERSON
9,年月,DATE
9,特斯拉,ORG
9,特斯拉,ORG
9,特斯拉,ORG
9,零,CARDINAL
9,數年,DATE
9,特斯拉,ORG
9,特斯拉,ORG
9,特斯拉,ORG
9,半導體公司,ORG
9,台電,ORG
9,台灣,GPE
9,韓國,GPE
9,馬斯克,PERSON
9,半導體公司,ORG
9,特斯拉,ORG
9,特斯拉,ORG
9,年月,DATE
9,加州,GPE
9,馬斯克,PERSON
9,特斯拉,ORG
9,特斯拉,ORG
9,年和年,DATE
9,特斯拉,ORG
9,特斯拉,ORG
9,美國,GPE
9,內華達州,GPE
9,中國,GPE
9,上海,GPE
9,兩,CARDINAL
9,德國,GPE
9,美國,GPE
9,特斯拉,ORG
9,特斯拉,ORG
9,福特,ORG
9,通用,ORG
9,直到年,DATE
9,特斯拉,ORG
10,中環,GPE
10,台積電,ORG
10,兆豐金,PERSON
10,華航,ORG
10,富邦,ORG
10,友達,ORG
10,永豐台灣,ORG
10,永豐金,PERSON
10,東森,ORG
10,英濟,PERSON
10,中信金,ORG
10,國泰,ORG
10,中信,ORG
10,中國,GPE
10,康舒,ORG
10,日月光投控,ORG
10,國泰,ORG
10,台灣,GPE
10,元大,ORG
10,台灣,GPE
10,布蘭特,GPE
10,彰銀,ORG
10,中華,GPE
10,凌陽,ORG
10,鴻海,ORG
10,所羅門,GPE
10,華通,ORG
10,舜,PERSON
10,富邦,ORG
10,光寶科,ORG
10,泰金寶,ORG
10,元大金,ORG
10,富邦金,ORG
10,義隆,PERSON
10,華新科,ORG
10,全友,ORG
10,錸寶,ORG
10,元大,ORG
10,國巨,ORG
10,威健,ORG
10,國碩,ORG
10,國泰金,ORG
10,昇貿,ORG
10,九豪,ORG
10,陽明,ORG
10,智易,ORG
10,國泰股利,ORG
10,聚陽,ORG
10,台積電,ORG
10,中環,GPE
10,國巨,ORG
10,聯發科,ORG
10,元大,ORG
10,台灣,GPE
11,今年,DATE
11,皮卡,PERSON
11,美國,GPE
11,美國,GPE
11,去年,DATE
11,今年,DATE
11,萬,CARDINAL
11,福特,ORG
11,下表月,DATE
11,萬,CARDINAL
11,三,CARDINAL
11,去年,DATE
11,福特,ORG
11,兩年內,DATE
11,萬,CARDINAL
11,台電,ORG
11,去年,DATE
11,萬,CARDINAL
11,福特,ORG
11,去年,DATE
11,萬,CARDINAL
11,今年,DATE
12,鴻海,ORG
12,元,DATE
12,鴻海,PERSON
12,量子電腦實驗室,FAC
12,台積電聯,ORG
12,鴻海,ORG
12,鴻海,ORG
13,去年,DATE
13,七,CARDINAL
13,特斯拉,ORG
13,兩,CARDINAL
13,第二,ORDINAL
13,二十二世紀,DATE
13,二十二世紀,DATE
13,十年後,DATE
14,鴻海,ORG
14,鴻海集團,ORG
14,鴻海集團,ORG
14,日宣布,PERSON
14,約億元,MONEY
14,第三,ORDINAL
14,首次,ORDINAL
14,台灣上市櫃公司,ORG
14,樺漢,PERSON
14,昨日,DATE
14,鴻海集團,ORG
14,劉揚偉,PERSON
14,去年,DATE
14,過去十年,DATE
14,兩,CARDINAL
14,鴻海集團,ORG
14,鴻海集團,ORG
14,漢,PERSON
14,鴻海集團,ORG
14,鴻海集團,ORG
14,樺漢甫,PERSON
14,鴻海集團,ORG
14,富聯,ORG
14,三分之,CARDINAL
14,富聯,ORG
14,鴻海,ORG
14,三,CARDINAL
14,樺漢,PERSON
14,台灣,GPE
14,昨天,DATE
14,台灣,GPE
14,台灣,GPE
14,億美元,MONEY
14,新台幣億元,MONEY
14,宏達電研發團隊,ORG
14,樺漢,PERSON
14,昨日,DATE
14,樺漢股權,ORG
14,第三,ORDINAL
14,鴻海旗下子公司鴻海集團,ORG
15,年月日,DATE
15,兩位數,CARDINAL
15,億美元,MONEY
15,貿易信用保險公司,ORG
15,億美元,MONEY
15,億美元,MONEY
15,積電,ORG
15,英特爾,ORG
15,未來年,DATE
15,中,GPE
15,美,GPE
15,新建座晶圓廠,ORG
15,年和年,DATE
15,中國,GPE
15,美,GPE
15,中,GPE
15,中,GPE
15,美,GPE
15,美國,GPE
15,中國,GPE
15,美國,GPE
15,德,GPE
16,福特,ORG
16,星期二,DATE
16,美國,GPE
16,上午,TIME
16,福特,ORG
16,週二,DATE
16,密歇根州的家工廠,LOC
16,福特,ORG
16,周四,DATE
16,底特律福特,ORG
16,週二,DATE
16,到年中期,DATE
16,福特,ORG
16,福特,ORG
16,第二,ORDINAL
16,春季,DATE
16,福特美洲,GPE
16,庫馬爾·加爾霍特拉,PERSON
16,福特,ORG
16,週二,DATE
16,年月,DATE
16,美國銀行,ORG
16,約翰墨菲,PERSON
16,週二,DATE
16,福特,ORG
16,福特,ORG
16,周四,DATE
16,上個月,DATE
16,福特,ORG
16,吉姆法利,PERSON
16,法利,PERSON
16,吉姆克萊默,PERSON
16,福特,ORG
16,未來幾個月,DATE
16,本周,DATE
16,福特,ORG
16,通用,ORG
16,雪佛蘭,PRODUCT
16,到年,DATE
16,美元,MONEY
18,美股,NORP
18,經濟日報,ORG
18,湯淑君,PERSON
18,基金巨人黑石集團,ORG
18,韋恩,PERSON
18,布年,PERSON
18,十,CARDINAL
18,美股,NORP
18,未來年,DATE
18,美國,GPE
18,美元,MONEY
18,韋恩,PERSON
18,摩根士丹利,ORG
18,美國,GPE
18,黑石集團,ORG
18,過去年,DATE
18,十,CARDINAL
18,近年來,DATE
18,黑石私人財富部門,ORG
18,三分之,CARDINAL
18,韋恩,PERSON
18,十,CARDINAL
18,美股,NORP
18,二,CARDINAL
18,美國,NORP
18,三,CARDINAL
18,聯準會,ORG
18,四,CARDINAL
18,年初,DATE
18,到年底,DATE
18,美國,GPE
18,三四天,DATE
18,五,CARDINAL
18,中國大陸,GPE
18,大陸,GPE
18,六,CARDINAL
18,美國,GPE
18,七,CARDINAL
18,八,CARDINAL
18,九,CARDINAL
18,十,CARDINAL
18,美國,GPE
18,中國大陸,GPE
18,美股,NORP
18,今年,DATE
18,美股,NORP
19,鉅亨網,ORG
19,張博翔,PERSON
19,德國,GPE
19,豪華,ORG
19,億歐元約億美元,MONEY
19,電子紙大廠,ORG
19,亞馬遜,ORG
19,兩,CARDINAL
19,資億歐元約億美元,MONEY
19,年消費性電子展,EVENT
19,去年,DATE
19,四,CARDINAL
20,漢唐號,PERSON
20,工商時報,WORK_OF_ART
20,劉朱松,PERSON
20,唐榮,PERSON
20,漢翔,ORG
20,日,GPE
20,唐榮,PERSON
20,漢基綠能,ORG
20,金賓汽車,ORG
20,唐榮,PERSON
20,何義純,PERSON
20,第季,ORDINAL
20,台,GPE
20,第三四,ORDINAL
20,美國,GPE
20,何義純,PERSON
20,漢翔,ORG
20,唐榮車輛,ORG
20,富豪,ORG
20,六,CARDINAL
20,第七,ORDINAL
20,漢翔,ORG
20,胡開宏,PERSON
20,萬元,MONEY
20,巴公里,QUANTITY
20,美國,GPE
20,日本,GPE
20,東南亞,LOC
20,台灣,GPE
20,漢翔,ORG
20,唐榮,ORG
20,年月,DATE
20,漢翔亞力電機,ORG
20,奇美車電,ORG
20,台灣穗高科技,ORG
20,全豐光電,ORG
20,台灣,GPE
20,何義純日,ORG
20,漢基綠能,ORG
20,金賓汽車,ORG
20,電巴,PERSON
20,台灣,GPE
20,第三四季,DATE
20,美國,GPE
20,漢翔,ORG
20,胡開宏,PERSON
20,漢翔科技,ORG
20,漢翔,ORG
20,唐榮年月,DATE
20,同年月日,DATE
20,半年後,DATE
20,巴,GPE
20,漢翔,ORG
21,日週四上午,TIME
21,時報台北電消費性電子展,EVENT
21,三,CARDINAL
21,英特爾,ORG
21,台積電,ORG
21,宏碁,ORG
21,華碩,ORG
21,台積電宏碁廣達玉晶光廣明華碩,ORG
21,碩鴻海大立,ORG
21,力積電技嘉英業達世界聯電,ORG
21,台積電宏碁廣達玉晶光,ORG
21,近周,DATE
21,三,CARDINAL
21,年月,DATE
21,美國,GPE
21,拉斯,GPE
21,維加斯,PERSON
21,國泰證期,ORG
21,蔡明翰,PERSON
21,亞馬遜,ORG
21,聯想,ORG
21,元宇,PERSON
21,新年後,DATE
21,農曆年前,DATE
21,台新投顧,ORG
21,黃文清,PERSON
21,台積電,ORG
21,聯電,ORG
21,台積電受惠資料中心,ORG
21,去年,DATE
21,三個月,DATE
21,二,CARDINAL
22,南港,GPE
22,林學圃,PERSON
22,中央社,ORG
22,蔡芃敏,PERSON
22,南港,GPE
22,今天,DATE
22,南港,GPE
22,林學圃,PERSON
22,去年月底,DATE
22,林學圃,PERSON
22,南港,GPE
22,南港,GPE
22,今天,DATE
22,林學圃,PERSON
22,去年月底,DATE
22,林學圃,PERSON
22,南港,GPE
22,台灣,GPE
22,港,GPE
22,南港,GPE
22,林學圃,PERSON
22,數年,DATE
22,南港,GPE
22,南港,GPE
22,南港,GPE
22,去年下半年,DATE
22,美國,GPE
22,美國,GPE
22,美國,GPE
22,南港,GPE
22,南港,GPE
22,張均懋,PERSON
23,英特爾,ORG
23,年月日,DATE
23,英特爾子公司,ORG
23,英特爾子公司,ORG
23,月日,DATE
23,中國,GPE
23,吉利汽車,ORG
23,國際汽車工程師學會,ORG
23,中國,GPE
23,年底,DATE
23,去年年底,DATE
23,近年來,DATE
23,兩,CARDINAL
23,四,CARDINAL
24,布蘭特,GPE
24,新光金,ORG
24,元大,ORG
24,台灣,GPE
24,臺企銀,ORG
24,富采,PERSON
24,京元電子,ORG
24,國泰金,ORG
24,永豐金,PERSON
24,中信金,ORG
24,全友,ORG
24,上海商銀,ORG
24,廷鑫,PERSON
24,和益,ORG
24,國光生,PERSON
24,第金,GPE
24,台表科,ORG
24,台聚,ORG
24,中鋼,ORG
24,元大金,ORG
24,中磊,ORG
24,東森,ORG
24,中石化,ORG
24,康那香,ORG
24,南亞,LOC
24,元大滬,ORG
24,中纖,ORG
24,國泰股利,ORG
24,晶宏,PERSON
24,富采,PERSON
24,國泰金,ORG
24,拜登,PERSON
24,拜登,PERSON
24,拜登,PERSON
24,拜登,PERSON
24,拜登,PERSON
24,美國,GPE
24,拜登,PERSON
24,中國,GPE
24,亞洲,LOC
25,台積聯發科高盛,ORG
25,高盛證券,ORG
25,台積電聯電,ORG
25,聯詠聯發科,ORG
25,南電欣興景碩,ORG
25,台燿台光電,ORG
25,國巨,ORG
25,高盛,ORG
25,今年,DATE
25,全年,DATE
25,高盛,ORG
25,八吋,QUANTITY
25,下半年,DATE
25,聯電,ORG
25,台積電,ORG
25,今年上半年,DATE
25,高盛,ORG
25,台積電聯電,ORG
25,高盛,ORG
25,高盛,ORG
25,聯詠,ORG
25,聯發科,ORG
25,高盛,ORG
25,後端封測廠,ORG
25,高盛,ORG
25,今年,DATE
25,頎邦,ORG
25,日月光投控,ORG
25,京元電子,ORG
25,高盛,ORG
25,今年,DATE
25,今年,DATE
25,南電欣興,ORG
25,高盛,ORG
25,台積電,ORG
25,聯發科,ORG
25,周跌元,MONEY
25,聯詠,ORG
25,南電,ORG
26,工商時報,WORK_OF_ART
26,王淑,PERSON
26,長榮,ORG
26,個月,DATE
26,百萬元,MONEY
26,台灣,GPE
26,四,CARDINAL
26,個月,DATE
26,百萬年,DATE
26,這兩年,DATE
26,三,CARDINAL
26,康和證券,ORG
26,廖繼弘,PERSON
26,楊基政,PERSON
26,四,CARDINAL
26,年月,DATE
26,蘇伊士運河,LOC
26,長榮,GPE
26,馬斯克,PERSON
26,第二,ORDINAL
26,第二,ORDINAL
26,楊基政,PERSON
26,第三,ORDINAL
26,單月,DATE
26,第四,ORDINAL
26,廖繼弘,PERSON
26,欣興,ORG
26,兩年,DATE
26,英特爾,ORG
26,阿布達比,GPE
26,全年,DATE
26,第名,ORDINAL
26,第二,ORDINAL
26,阿根廷,GPE
26,冰島,GPE
26,奧地利,GPE
26,台灣,GPE
26,亞股,NORP
26,二,CARDINAL
27,萬八,CARDINAL
27,小時,TIME
27,聯準會,ORG
27,快月,DATE
27,美股,NORP
27,近年,DATE
27,新年,DATE
27,台股,NORP
27,萬八,CARDINAL
27,兩,CARDINAL
27,新光投信,ORG
27,台股基金,ORG
27,新光投信,ORG
27,美股,NORP
27,今年,DATE
27,元月,DATE
27,今年,DATE
27,陳俐妏,PERSON
27,台北,GPE
28,三大元,MONEY
28,致伸,ORG
28,今年,DATE
28,工商時報,WORK_OF_ART
28,袁顥庭,PERSON
28,台北,GPE
28,第四,ORDINAL
28,億元,MONEY
28,三季,DATE
28,下半年,DATE
28,上半年,DATE
28,年下半年,DATE
28,上半年,DATE
28,年月份,DATE
28,億元,MONEY
28,第四,ORDINAL
28,億元,MONEY
28,全年,DATE
28,億元,MONEY
28,年前三季,DATE
28,前年,DATE
28,前年,DATE
28,致伸,ORG
28,三大元,MONEY
28,未來幾年,DATE
28,泰國自建廠,ORG
28,中國,GPE
28,三大元,MONEY
28,年前三季,DATE
28,中國,GPE
28,泰國,GPE
28,台灣,GPE
29,經濟日報,WORK_OF_ART
29,昨日,DATE
29,台積電大立,ORG
29,聯發科,ORG
29,晶宏亞,PERSON
29,昇達科達興,PERSON
29,億元,MONEY
29,三,CARDINAL
29,三,CARDINAL
29,億元,MONEY
29,億元,MONEY
29,億元,MONEY
29,超億元,MONEY
29,五,CARDINAL
29,新光金臺企銀,ORG
29,五,CARDINAL
29,五,CARDINAL
29,金台,GPE
29,科仁寶富采宏,PERSON
29,五,CARDINAL
29,漢磊景,PERSON
29,茂華,PERSON
29,億元,MONEY
29,億元,MONEY
29,萬張,CARDINAL
29,萬張,CARDINAL
29,億元,MONEY
29,今日,DATE
29,南非,GPE
29,美國聯準會,ORG
29,美股,NORP
29,四,CARDINAL
29,上周,DATE
29,台灣,GPE
29,第季,DATE
29,台股,GPE
29,第上周五,DATE
29,美國勞工部,ORG
29,年月,DATE
29,萬,CARDINAL
29,萬,CARDINAL
29,美股,NORP
29,本周,DATE
29,三,CARDINAL
29,美國,GPE
29,十二月,DATE
29,第二本周四,DATE
29,台積電大立光,ORG
29,大立光,ORG
29,公布月,DATE
29,億元,MONEY
29,近個月,DATE
29,台積電,ORG
29,今日,DATE
29,上周,DATE
29,台積電,ORG
29,萬,CARDINAL
29,三周,DATE
29,台積電,ORG
29,卡位法,PERSON
29,三,CARDINAL
29,五日十日,DATE
29,萬八,CARDINAL
29,三周,DATE
29,第四,ORDINAL
29,桃園機場,FAC
29,毛寶康,PERSON
29,年關,DATE
29,富邦媒網,ORG
29,美國聯準會,ORG
29,美股,NORP
29,台股,GPE
29,五年,DATE
29,美股,NORP
29,元月,DATE
29,本周,DATE
29,光台積電,ORG
29,今天,DATE
29,台灣,GPE
29,今天,DATE
29,兩萬,CARDINAL
30,鴻海,ORG
30,今年,DATE
30,鴻海集團,ORG
30,鴻海,ORG
30,今天,DATE
30,鴻海,ORG
30,去年月日,DATE
30,三,CARDINAL
30,台灣,GPE
30,鴻海,ORG
30,今天,DATE
30,鴻海,ORG
30,中央智權總處,ORG
30,逾億元,MONEY
30,億元,MONEY
30,台灣,GPE
30,四年,DATE
30,百,CARDINAL
30,陳,PERSON
30,俐妏,PERSON
30,台北,LOC
30,鴻海,ORG
30,今天,DATE
31,友達,ORG
31,國泰金,ORG
31,臺企銀,ORG
31,華邦,ORG
31,東森,ORG
31,富邦金,ORG
31,彩晶,ORG
31,金寶,ORG
31,新光金,ORG
31,中環,GPE
31,國泰,ORG
31,台灣,GPE
31,光頡,PERSON
31,元大,ORG
31,東鹼,ORG
31,彰銀,ORG
31,台新金,ORG
31,富邦,ORG
31,元大,ORG
31,台灣,GPE
31,台亞,ORG
31,漢翔,ORG
31,大聯大,ORG
31,遠傳,LAW
31,康那香,ORG
31,國泰,ORG
31,華通,ORG
31,辛耘,PERSON
31,中信金,ORG
31,緯創,ORG
31,中信綠能,ORG
31,聯邦銀,ORG
31,上海商銀,ORG
31,中纖,ORG
31,鈺創,PERSON
31,新唐,PERSON
31,華南,LOC
31,錸德,ORG
31,訊舟,ORG
31,友達,ORG
31,國泰金,ORG
31,茂迪開奧迪,PERSON
32,美股,NORP
33,索尼,ORG
33,蘋果,ORG
33,年月日,DATE
33,蘋果,ORG
33,索尼,ORG
33,來幾年,DATE
33,索尼,ORG
33,蘋果,ORG
33,特斯拉,ORG
33,特斯拉,ORG
33,特斯拉,ORG
33,美國,GPE
33,中國,GPE
33,上海,GPE
33,德國,GPE
33,特斯拉,ORG
33,索尼,ORG
33,索尼蘋果,ORG
33,索尼,ORG
33,約億美元,MONEY
33,億美元,MONEY
33,索尼,ORG
33,特斯拉,ORG
33,索尼,ORG
33,富士康,ORG
33,索尼,ORG
33,奧地利,GPE
33,加拿大,GPE
33,歐洲,LOC
33,博世,ORG
33,蘋果,ORG
33,索尼,ORG
33,蘋果,ORG
33,兩,CARDINAL
34,這幾天,DATE
34,今年,DATE
34,今年,DATE
34,特斯拉上海廠,ORG
34,柏林,GPE
34,奧斯汀,GPE
34,三大元,MONEY
34,前幾年,DATE
34,前幾年,DATE
34,今年,DATE
35,中信電池,ORG
35,未來年,DATE
35,去年,DATE
35,中信投信,ORG
35,中信電池,ORG
35,今日至日,DATE
35,中信電池,ORG
35,台電,ORG
35,百萬倍,CARDINAL
36,明年,DATE
36,方舟,PERSON
36,伍德,PERSON
36,週二日,DATE
36,美國,GPE
36,伍德,PERSON
36,未來年,DATE
36,伍德,PERSON
36,去年,DATE
36,特斯拉,ORG
36,伍德,PERSON
36,本週,DATE
36,未來年,DATE
36,二,CARDINAL
36,福特通用,ORG
37,中信金,ORG
37,華航,ORG
37,台積電,ORG
37,友達,ORG
37,元大台灣,ORG
37,開發金,ORG
37,玉山金,ORG
37,聯電,ORG
37,中鋼,ORG
37,永豐金,ORG
37,大同,GPE
37,嘉里大榮,PERSON
37,和桐,ORG
37,富邦,ORG
37,越南,GPE
37,兆豐金,PERSON
37,長榮航,PERSON
37,中石化,ORG
37,台玻,ORG
37,台新金,ORG
37,陽明,PERSON
37,國泰智能,ORG
37,鴻海,ORG
37,上海商銀,ORG
37,群創,ORG
37,東鹼,ORG
37,元大,ORG
37,新光金,ORG
37,緯創,ORG
37,安集,ORG
37,榮運,ORG
37,仁寶,ORG
37,台肥,ORG
37,裕民,ORG
37,富邦金,ORG
37,上曜,ORG
37,華邦電,ORG
37,長榮,ORG
37,國碩,ORG
37,國泰金,ORG
37,致茂,ORG
37,南茂,ORG
37,智原,ORG
37,彰銀,ORG
37,元大,ORG
37,台灣,GPE
37,台塑,ORG
37,富邦,ORG
37,虹堡,ORG
37,鴻準,ORG
37,欣興,ORG
37,南紡,ORG
37,台聚,ORG
37,辛耘,PERSON
37,正崴,ORG
37,中纖,ORG
37,旺宏,ORG
37,新纖,ORG
37,富時,ORG
37,泰鼎,ORG
37,中華電,ORG
37,南亞科,ORG
37,國喬,ORG
37,天鈺,ORG
37,南亞,ORG
37,中鴻,ORG
37,遠雄港,ORG
37,景碩,ORG
37,智邦,ORG
37,正新,ORG
37,力麗,ORG
37,合勤,ORG
37,臺企銀,ORG
37,東聯,ORG
37,誠美材,PERSON
37,元大滬,ORG
37,訊舟,ORG
37,神基,ORG
37,華新,ORG
37,燁興,ORG
37,凌陽,ORG
37,中電,ORG
37,宏泰,ORG
37,中工,ORG
37,華南,LOC
37,三商壽,PERSON
37,力鵬,ORG
37,王道銀行,ORG
37,中信金,ORG
38,年月日,DATE
38,美國運輸物流公司,ORG
38,聯邦快遞,ORG
38,美國,GPE
38,日,GPE
38,年月,DATE
38,德州,GPE
38,美國國家公路交通安全管理局,ORG
38,年月,DATE
38,特斯拉,ORG
38,美國,GPE
38,公路交通安全管理局,ORG
38,美國,GPE
38,美國公路和汽車安全促進協會,ORG
38,年月日,DATE
38,第次,ORDINAL
38,英里,QUANTITY
38,谷歌母公司,ORG
38,優比速,ORG
38,美國,GPE
38,鳳凰城,GPE
38,年夏天,DATE
38,美國運輸物流公司,ORG
38,美國,GPE
38,萬,CARDINAL
38,美國,GPE
38,卡車運輸協會,ORG
38,萬,CARDINAL
38,萬,CARDINAL
38,維吉尼亞州,GPE
38,萬英里,QUANTITY
38,美國,GPE
38,勞工統計局,ORG
38,美元,MONEY
38,福特汽車,ORG
38,公路交通安全管理局,ORG
38,美國,GPE
38,美國,GPE
38,產業工會聯合會,ORG
38,格,PERSON
38,國會,ORG
38,美國眾議院,ORG
38,美國,GPE
38,萬,CARDINAL
38,參議院,ORG
38,兩,CARDINAL
38,三天,DATE
38,加州,GPE
38,洛杉磯,GPE
38,德州達拉斯,GPE
38,聯邦政府,ORG
38,美國,GPE
39,新光金,ORG
39,南港,GPE
39,開發金,ORG
39,兆豐金,PERSON
39,台肥,ORG
39,大同,GPE
39,布蘭特,GPE
39,中石化,ORG
39,元大金,ORG
39,台塑,ORG
39,鴻海,ORG
39,聯邦銀,ORG
39,富邦金,ORG
39,國泰,ORG
39,中鋼,ORG
39,大聯大,ORG
39,南茂,ORG
39,華南,LOC
39,和桐,ORG
39,富邦,ORG
39,景碩,ORG
39,台積電,ORG
39,彰銀,ORG
39,國泰費城半導體,ORG
39,國泰,ORG
39,台灣,GPE
39,中環,GPE
39,建漢,ORG
39,元大,ORG
39,台灣,GPE
39,東森,ORG
39,安集,ORG
39,榮運,ORG
39,虹堡,GPE
39,群益道瓊,ORG
39,廷鑫,PERSON
39,富采,PERSON
39,上曜,ORG
39,正崴,ORG
39,上海商銀,ORG
39,台泥,ORG
39,東鹼,ORG
39,國喬,ORG
39,辛耘,PERSON
39,富邦公司,ORG
39,臺企銀,ORG
39,錸德,ORG
39,金寶,ORG
39,光寶科,ORG
39,中華,GPE
39,欣興,ORG
39,華邦,ORG
39,富邦台,GPE
39,台新金,ORG
39,和益,ORG
39,國泰股利,ORG
39,中纖,ORG
39,台積電,ORG
39,景碩,ORG
39,五個,CARDINAL
39,聯電,ORG
39,張共,PERSON
39,張共,PERSON
40,今天,DATE
40,美系,NORP
40,三大元,MONEY
40,三,CARDINAL
40,今天,DATE
40,近千,CARDINAL
40,高盛,ORG
40,今年,DATE
40,今年,DATE
40,台股,GPE
40,萬八,CARDINAL
40,萬八,PERCENT
41,老王,PERSON
41,朱,PERSON
41,去年,DATE
41,台半強茂,ORG
41,去年,DATE
41,隔天,DATE
41,這天,DATE
41,過年,DATE
41,台積電設備材料大聯盟,ORG
41,老王,PERSON
41,三陽,ORG
41,隔天,DATE
41,隔日,DATE
41,今年,DATE
